commune,organisme_mairie,email_mairie,adresse_mairie,code_postal_mairie,ville_mairie,site_mairie,nb_dae,nb_dae_en_service,nb_dae_hors_service,nb_dae_24_7,nb_dae_accessibles_public,nb_dae_exterieur,nb_dae_interieur,types_dae,horaires_declares,notes_accessibilite,adresses_exemples,score_besoin,priorite_besoin,points_attention
Le Perrey,Mairie - Le Perrey,mairie.leperrey@orange.fr,Fourmetot 2 route de la Mairie,27500,Le Perrey,https://lannuaire.service-public.gouv.fr/normandie/eure/c0459861-e40f-4be2-88e6-8896f8f483af,2,2,0,0,0,2,0,inconnu:2,non renseigné / non renseigné:1 | lundi / heures ouvrables:1,porte d'entrée de la mairie:1 | porte d'entrée:1,DAE de la Mairie de Saint THURIEN - 47 place de l'église | DAE DE LA MAIRIE - 47 place de l'église,60,élevée,couverture déclarée limitée | aucun DAE accessible 24h/24 | accessibilité publique non visible
Le Planquay,Mairie - Le Planquay,mairie.leplanquay@orange.fr,Le Bourg,27230,Le Planquay,https://lannuaire.service-public.gouv.fr/normandie/eure/077b1f02-4054-4828-8160-207a37f99a39,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,derrière la mairie - 7j/7 24h/24:1,Mairie de Planquay - 5 rue de l'Ancienne Ecole - derrière la mairie - 5 rue de l'Ancienne Ecole,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Le Theil-Nolent,Mairie - Le Theil-Nolent,mairieletheilnolent@orange.fr,2 rue de la Mairie,27230,Le Theil-Nolent,https://lannuaire.service-public.gouv.fr/normandie/eure/42dc3c7a-6dd7-41b5-ba9b-d68216d9357c,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Sur la façade Nord Mairie - 7j/7 24h/24:1,Mairie de Le Theil Nolent - 30 La Grande Rue - Mairie de Le Theil Nolent - 30 La Grande Rue,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Le Tremblay-Omonville,Mairie - Le Tremblay-Omonville,mairietremblayomonville@wanadoo.fr,place de la Mairie,27110,Le Tremblay-Omonville,https://lannuaire.service-public.gouv.fr/normandie/eure/d9dbb2fb-d8b9-4e5f-9157-23c05be23e76,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,"sur le mur de la Mairie, sur la Rampe d'Accès , à 1,30 m de Haut - 7j/7 24h/24h:1","Mairie de le Tremblay Omonville - 1 rue de l'Eglise - sur le mur de la Mairie, sur la Rampe d'Accès , à 1,30 m de Haut - 1 rue de l'Eglise",60,élevée,un seul DAE déclaré | accessibilité publique non visible
Le Tronquay,Mairie - Le Tronquay,letronquay27@wanadoo.fr,2 route de Lyons,27480,Le Tronquay,https://lannuaire.service-public.gouv.fr/normandie/eure/04fc269d-c034-4478-9793-2e612ecc8656,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,visible cot? avenue br?montier:1,FRED PA-1 ENTIEREMENT AUTOMATIQUE - 1bis 1 avenue brémontier,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Les Baux-de-Breteuil,Mairie - Les Baux-de-Breteuil,bauxdebreteuil@wanadoo.fr,2 le Bourg,27160,Les Baux-de-Breteuil,https://lannuaire.service-public.gouv.fr/normandie/eure/7fa18806-60cd-49ee-bfc5-7b50bbbcc1fd,2,2,0,0,0,0,2,inconnu:2,"lundi / heures ouvrables:1 | lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1",Tél. Mairie : 0232306849:1,DAE MAIRIE DE LES BAUX DE BRETEUIL - 12 le bourg | DAE ECOLE DES BAUX DE BRETEUIL - 17 PLACE DE LA MAIRIE,60,élevée,couverture déclarée limitée | aucun DAE accessible 24h/24 | accessibilité publique non visible
Les Damps,Mairie - Les Damps,mairie@lesdamps.fr,7 rue de la Mairie,27340,Les Damps,https://lannuaire.service-public.gouv.fr/normandie/eure/76648fac-766f-4270-a454-873d9fdad451,2,2,0,0,0,0,2,inconnu:2,lundi / heures ouvrables:2,dans la cuisine:1 | dans l'entrée:1,DAE DE LA MAIRIE DE LES DAMPS - 5 rue de la Mairie | DAE DE LA SALLE OCTAVE MIRBEAU - 7 avenue des Merisiers,60,élevée,couverture déclarée limitée | aucun DAE accessible 24h/24 | accessibilité publique non visible
Les Préaux,Mairie - Les Préaux,les-preaux@wanadoo.fr,1556 route de Lisieux,27500,Les Préaux,https://lannuaire.service-public.gouv.fr/normandie/eure/b3929fec-fe98-454b-b6ae-5690041a5f34,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,mu extérieur salle des fêtes - 7j/7 24h/24:1,Mairie de Les Preaux - 1556 Route de Lisieux - mu extérieur salle des fêtes - 1556 Route de Lisieux,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Letteguives,Mairie - Letteguives,mairie-letteguives@orange.fr,Rue de la Mairie,27910,Letteguives,https://lannuaire.service-public.gouv.fr/normandie/eure/e5e66012-dd2f-4374-a578-9eede043ce71,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Façade de la mairie - 7j/7 24h/24:1,CC Lyons Andelle - 157 Rue de la Mairie - Façade de la mairie - 157 Rue de la Mairie,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Lilly,Mairie - Lilly,mairiedelilly@orange.fr,Route de Fleury,27480,Lilly,https://lannuaire.service-public.gouv.fr/normandie/eure/d8d2d121-a176-4227-b479-8419c9e770e2,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Façade de la mairie - 7j/7 24h/24:1,Mairie de Lilly - 11 route de Fleury - Mairie de Lilly - 11 route de Fleury,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Lorleau,Mairie - Lorleau,mairielorleau27@orange.fr,13 rue de la Lieure,27480,Lorleau,https://lannuaire.service-public.gouv.fr/normandie/eure/ed80da56-bab9-4d4c-abff-ad66b9fbc2fd,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Mairie - 7j/7 24h/24:1,Mairie de Lorleau - 13 rue de la Lieure - Mairie de Lorleau - 13 rue de la Lieure,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Louversey,Mairie - Louversey,mairielouversey@gmail.com,6 rue de la Mairie,27190,Louversey,https://lannuaire.service-public.gouv.fr/normandie/eure/2e0ee724-3e36-46ea-829c-f0016e2ebf1d,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Cour salle des fêtes - 7j/7 24h/24:1,Mairie de Louversey - 5 rue de la Mairie - Cour salle des fêtes - 5 rue de la Mairie,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Louye,Mairie - Louye,mairie.louye@wanadoo.fr,7 rue du Château,27650,Louye,https://lannuaire.service-public.gouv.fr/normandie/eure/48d0a9ee-6d3b-4a73-9285-e8563def4745,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,entre les deux portes d'entrée mairie et logement:1,CLA223906845 - 7bis Rue du Chateau,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Léry,Mairie - Léry,secretariat@communedelery.fr,47 rue du 11-Novembre,27690,Léry,https://lannuaire.service-public.gouv.fr/normandie/eure/e99f4a86-12d9-4c6c-a535-e428d75543a0,2,2,0,0,0,0,2,inconnu:2,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1 | non renseigné / heures ouvrables:1",Gymnase Duhordel:1,CLA243518247 - 53bis Rue du 11 Novembre | ECURIE VOIE BLANCHE - 2 VOIE BLANCHE,60,élevée,couverture déclarée limitée | aucun DAE accessible 24h/24 | accessibilité publique non visible
Malouy,Mairie - Malouy,mairie.malouy@orange.fr,Le Bourg,27300,Malouy,https://lannuaire.service-public.gouv.fr/normandie/eure/5889010b-9a9f-4dac-9784-03127d33c01b,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,sur la façade à côté de l'entrée - 7j/7 24h/24:1,Mairie de Malouy -  Le Bourg - Salle des fêtes - 66 Le Bourg,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Mandeville,Mairie - Mandeville,mairie.mandeville@wanadoo.fr,Rue du Moulin-à-Vent,27370,Mandeville,https://lannuaire.service-public.gouv.fr/normandie/eure/4160afde-1a55-4dc3-8b75-ff7c0fb463d5,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Mur extérieur de la mairie - 7j/7 24h/24:1,Mairie de Mandeville - 1 rue du Moulin à Vent - Mur extérieur de la mairie - 1 rue du Moulin à Vent,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Marais-Vernier,Mairie - Marais-Vernier,mairie.marais.vernier@wanadoo.fr,87 quartier de l'Église,27680,Marais-Vernier,https://lannuaire.service-public.gouv.fr/normandie/eure/a42dd1be-c7ce-482f-935c-d96c9fdda737,2,2,0,0,0,1,1,inconnu:2,non renseigné / non renseigné:1 | non renseigné / heures ouvrables:1,,DAE de la Salle communale / Mairie - 66 Quartier de l'église | DOMAINE DU MILIEU - 5 FERME DU MILIEU-D103,60,élevée,couverture déclarée limitée | aucun DAE accessible 24h/24 | accessibilité publique non visible
Mesnil-Rousset,Mairie - Mesnil-Rousset,mairie.mesnil.rousset27@wanadoo.fr,40 route de la Petite-Haye,27390,Mesnil-Rousset,https://lannuaire.service-public.gouv.fr/normandie/eure/22db0940-5b35-4115-8c9f-a075739cf44d,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,FACADE SALLE DES FETES:1,SALLE DES FETES - 145 Route de la Haye,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Mesnil-sous-Vienne,Mairie - Mesnil-sous-Vienne,mairie.mesnil.sous.vienne@orange.fr,Place de la Mairie,27150,Mesnil-sous-Vienne,https://lannuaire.service-public.gouv.fr/normandie/eure/9aa1824f-d6fe-46ca-bd74-67d72770e455,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,,DAE MAIRIE MESNIL SOUS VIENNE - 1 PLACE DE LA MAIRIE,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Morainville-Jouveaux,Mairie - Morainville-Jouveaux,mairie.morainville-jouveaux@cegetel.net,1 rue de la Mairie,27260,Morainville-Jouveaux,https://lannuaire.service-public.gouv.fr/normandie/eure/7ec3bb43-8617-4bb8-862a-f324c98967b2,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Porche de la salle des fêtes - 7j/7 24h/24:1,Mairie de Morainville Jouveaux - 1 rue de la Mairie - Le Village - 1 rue de la Mairie,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Mouflaines,Mairie - Mouflaines,mairie.mouflaines@orange.fr,8 rue de la Tuilerie,27420,Mouflaines,https://lannuaire.service-public.gouv.fr/normandie/eure/1968f2a8-4874-4c57-a0f4-e5e5142dedfe,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,,DAE MAIRIE DE MOUFLAINES - 8 RUE DE LA TUILERIE,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Perruel,Mairie - Perruel,mairie.perruel@wanadoo.fr,82 rue du Général-de-Gaulle,27910,Perruel,https://lannuaire.service-public.gouv.fr/normandie/eure/c52fdf8d-5cdf-4c61-bd60-b5ec8f82b7f9,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Façade de la mairie de Perruel - 7j/7 24h/24:1,CC Lyons Andelle - 82 rue du Général de Gaulle - Façade de la mairie de Perruel - 82 rue du Général de Gaulle,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Piseux,Mairie - Piseux,mairie.piseux@wanadoo.fr,Place de l'Église,27130,Piseux,https://lannuaire.service-public.gouv.fr/normandie/eure/f84e04cc-fa7e-40cf-b82f-0d4c26123ee0,2,2,0,0,0,0,2,inconnu:2,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:2",,DAE MICRO-CRECHE DE PISEUX - 2 LE BOURG | DAE MAIRIE DE PISEUX - PLACE DE L'EGLISE BP 105,60,élevée,couverture déclarée limitée | aucun DAE accessible 24h/24 | accessibilité publique non visible
Richeville,Mairie - Richeville,mairie.de.richeville@wanadoo.fr,59 route nationale 14,27420,Richeville,https://lannuaire.service-public.gouv.fr/normandie/eure/009198ce-13a5-4091-a62e-79a15893b5c8,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,DAE fixé sur le mur de façade de la mairie école:1,DAE MAIRIE/ECOLE - 59 Rn14,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Rouge-Perriers,Mairie - Rouge-Perriers,mairie@rougeperriers.fr,8 rue Grande,27110,Rouge-Perriers,https://lannuaire.service-public.gouv.fr/normandie/eure/d7bcaddd-8b20-489c-abb1-ed4c34828975,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,sur le mur salle des fêtes en bordure de la rue - 7j/7 24h/24:1,Mairie de Rouge Perriers - 2 rue Cardin - Salle des fêtes - 2 rue Cardin,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Saint-Antonin-de-Sommaire,Mairie - Saint-Antonin-de-Sommaire,mairie.stantonin@wanadoo.fr,2 place de la Mairie,27250,Saint-Antonin-de-Sommaire,https://lannuaire.service-public.gouv.fr/normandie/eure/332b6302-2c9b-417d-988a-bf15a794e9f3,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,,DAE MAIRIE SAINT ANTONIN DE SOMMAIRE - 2 PLACE DE LA MAIRIE,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Saint-Christophe-sur-Condé,Mairie - Saint-Christophe-sur-Condé,mairie.stchristophesurconde@orange.fr,3 place de la Mairie,27450,Saint-Christophe-sur-Condé,https://lannuaire.service-public.gouv.fr/normandie/eure/342f6a36-2b23-4885-8531-83a97c6d1432,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Façade mairie - 7j/7 24h/24:1,Mairie de St Christophe sur Conde - 10 rue de l’Ecole - Façade mairie - 10 rue de l’Ecole,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Saint-Germain-des-Angles,Mairie - Saint-Germain-des-Angles,mairie-saintgermaindesangles@wanadoo.fr,Rue du Gué,27930,Saint-Germain-des-Angles,https://lannuaire.service-public.gouv.fr/normandie/eure/a7fae5be-ec4d-4dbd-99e2-fe008552e7c4,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Sur la façade:1,LE P'TIT CAFE DE PAYS - 4bis Rue de l’Iton,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Saint-Jean-du-Thenney,Mairie - Saint-Jean-du-Thenney,mairie.saint.jean.du.thenney@wanadoo.fr,5 le Bourg,27270,Saint-Jean-du-Thenney,https://lannuaire.service-public.gouv.fr/normandie/eure/a026d616-0235-4493-b83f-c84eac985996,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,A l'école - 7j/7 24h/24:1,Mairie de Saint Jean du Thenney - 1 le Bourg - A l'école - 1 le Bourg,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Saint-Mards-de-Blacarville,Mairie - Saint-Mards-de-Blacarville,saint-mards-de-blacarville@wanadoo.fr,1 rue de la Mairie,27500,Saint-Mards-de-Blacarville,https://lannuaire.service-public.gouv.fr/normandie/eure/caca3865-4e09-48b7-8480-20e57e314d6c,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Façade salle des fêtes - 7j/7 24h/24:1,Mairie de Saint Mards de Blacarville - 1 rue de la Mairie - Façade salle des fêtes - 1 rue de la Mairie,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Saint-Martin-Saint-Firmin,Mairie - Saint-Martin-Saint-Firmin,mairie.st-martin-st-firmin27@orange.fr,1 rue de la Hache,27450,Saint-Martin-Saint-Firmin,https://lannuaire.service-public.gouv.fr/normandie/eure/dfa283bc-78df-4eff-86a5-d0988b817d62,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Mairie côté terrain de pétanque - 7j/7 24h/24:1,Mairie de Saint Martin Saint Firmin -  Le Bourg - Mairie de Saint Martin Saint Firmin - 10 Le Bourg,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Saint-Pierre-du-Val,Mairie - Saint-Pierre-du-Val,comune.stpierreduval@wanadoo.fr,294 route de la Mairie,27210,Saint-Pierre-du-Val,https://lannuaire.service-public.gouv.fr/normandie/eure/08bbca1a-2c4e-49cf-b44e-54d6cdf1d62f,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Abri bus sur le côté de la Mairie où il y a le panneau d'affichage - 7j/7 24h/24:1,MAIRIE DE SAINT PIERRE DU VAL - 294 route de la Mairie - Abri bus sur le côté de la Mairie où il y a le panneau d'affichage - 294 route de la Mairie,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Saint-Symphorien,Mairie - Saint-Symphorien,mairie-st-symphorien@wanadoo.fr,165 rue des Quatre-Vents,27500,Saint-Symphorien,https://lannuaire.service-public.gouv.fr/normandie/eure/c97aa65a-c2f8-45d7-86b2-f7a5585a6a89,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Salle des fêtes côté pelouse hall d'entrée - 7j/7 24h/24:1,Mairie de Saint Symphorien - 165 rue des 4 vents - Salle des fêtes côté pelouse hall d'entrée - 165 rue des 4 vents,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Saint-Étienne-sous-Bailleul,Mairie - Saint-Étienne-sous-Bailleul,com.st-etienne-ss-bailleul@orange.fr,2 place de la Mairie,27920,Saint-Étienne-sous-Bailleul,https://lannuaire.service-public.gouv.fr/normandie/eure/109df61e-c2db-41c3-b72e-a09181401fce,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,sur le mur extérieur de la mairie - 7j/7 24h/24:1,Mairie de Saint Etienne Sous Bailleul - 2 place de la Mairie - sur le mur extérieur de la mairie - 2 place de la Mairie,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Sainte-Opportune-du-Bosc,Mairie - Sainte-Opportune-du-Bosc,mairie.steopportunedubosc@wanadoo.fr,1 place de la Mairie,27110,Sainte-Opportune-du-Bosc,https://lannuaire.service-public.gouv.fr/normandie/eure/f26ed133-ea35-43aa-824c-52cb0d075111,2,2,0,0,0,0,2,inconnu:2,"non renseigné / heures ouvrables:1 | 7j/7, événements / heures ouvrables:1",Dans véhicule - 7j/7 Selon déplacement du véhicule + évènements:1,MAIRIE DE SAINTE OPPORTUNE DU BOSC - 1 PL DE LA MAIRIE | Clim Elec - 11 route du Vallon - Dans véhicule - 11 route du Vallon,60,élevée,couverture déclarée limitée | aucun DAE accessible 24h/24 | accessibilité publique non visible
Sancourt,Mairie - Sancourt,mairie.sancourt27@pole-secretariat.fr,2 rue Saint-Clair,27150,Sancourt,https://lannuaire.service-public.gouv.fr/normandie/eure/fbeb9db2-863b-4fee-9bf1-f37f6c211f02,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Mur/Façade de la Mairie - 7j/7 24h/24:1,Mairie de Sancourt - 2 rue Saint-Clair - Mairie de Sancourt - 2 rue Saint-Clair,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Selles,Mairie - Selles,mairiedeselles@wanadoo.fr,1 place de la Mairie,27500,Selles,https://lannuaire.service-public.gouv.fr/normandie/eure/0a6d39c1-6ed5-44e1-820b-3a9681f38dae,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,sous l'apprenti  à l'entrée - 7J/7 24h/24:1,Mairie de Selles - 37 route de la Canurie - Périscolaire - 37 route de la Canurie,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Tournedos-Bois-Hubert,Mairie - Tournedos-Bois-Hubert,mairietbh@orange.fr,9 rue de la Gendarmerie,27180,Tournedos-Bois-Hubert,https://lannuaire.service-public.gouv.fr/normandie/eure/94a860c0-1779-4b48-8003-9a7fcbf1636f,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Contre le mur de la Garderie - 7j/7 24h/24:1,Mairie de Tournedos Bois Hubert - 9 rue de la Gendarmerie - Contre le mur de la Garderie - 9 rue de la Gendarmerie,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Tourneville,Mairie - Tourneville,contact@tourneville.fr,Route de la Vallée,27930,Tourneville,https://lannuaire.service-public.gouv.fr/normandie/eure/9deea3d2-c6d9-4654-868f-360f369275e2,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,,MAIRIE - TOURNEVILLE - 17 Route de la Vallée,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Vannecrocq,Mairie - Vannecrocq,mairie.vannecrocq@orange.fr,"1, place de la Mairie",27210,Vannecrocq,https://lannuaire.service-public.gouv.fr/normandie/eure/4e6b1b08-4760-4ad7-865c-20201f45555e,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,mur de la salle communale - 7j/7 24h/24:1,Mairie de Vannecrocq -  Place de la Mairie - mur de la salle communale - 1 Place de la Mairie,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Villers-sur-le-Roule,Mairie - Villers-sur-le-Roule,mairie@villerssurleroule.fr,13 rue Rosée,27940,Villers-sur-le-Roule,https://lannuaire.service-public.gouv.fr/normandie/eure/8e118f0a-422d-4be1-9f1c-949344dffa68,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,porche porte d'entrée Mairie - 7j/7 24h/24:1,Mairie de Villers sur le Roule - 13 rue Rosée - porche porte d'entrée Mairie - 13 rue Rosée,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Villettes,Mairie - Villettes,mairie-villettes@orange.fr,Rue Principale,27110,Villettes,https://lannuaire.service-public.gouv.fr/normandie/eure/3b74b503-fb3d-4235-a643-65974e2dc3f2,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Sur le mur - 7j/7 24h/24:1,Mairie de Villettes - 28 Bis rue Principale - Salle Polyvalente - 28 Bis rue Principale,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Villez-sur-le-Neubourg,Mairie - Villez-sur-le-Neubourg,mairiedevillezsurleneubourg@wanadoo.fr,Rue Valle,27110,Villez-sur-le-Neubourg,https://lannuaire.service-public.gouv.fr/normandie/eure/294e928e-964d-411a-80cc-3c56f7e64407,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Près de la porte d'entrée de la mairie - 7j/7 24h/24:1,Mairie de Villez sur le Neubourg -  Rue Valle - Près de la porte d'entrée de la mairie - 1 Rue Valle,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Voiscreville,Mairie - Voiscreville,mairie-voiscreville@wanadoo.fr,Route de Boissey,27520,Voiscreville,https://lannuaire.service-public.gouv.fr/normandie/eure/f881b097-a1b7-4cad-8386-ee5c02cb0bb9,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,mur façade nord-est de la mairie - 7j/7 24h/24:1,Mairie de Voiscreville -  Route de Boissey - Mairie de Voiscreville(2) - 1 Route de Boissey,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Vraiville,Mairie - Vraiville,mairie.vraiville@orange.fr,19 rue de la Mairie,27370,Vraiville,https://lannuaire.service-public.gouv.fr/normandie/eure/a9896c23-948b-4c72-880d-38142a0d86ca,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Porche d'entrée mairie - 7j/7 24h/24:1,Mairie de Vraiville - 19 Rue de la Mairie - Porche d'entrée mairie - 19 Rue de la Mairie,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Écardenville-la-Campagne,Mairie - Écardenville-la-Campagne,mairiecardenville@wanadoo.fr,5 A rue de la Forge,27170,Écardenville-la-Campagne,https://lannuaire.service-public.gouv.fr/normandie/eure/923324b3-fad0-4eed-bd8f-657e5c53193f,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,sur le mur de la mairie près de l'entrée - 7j/7 24h/24:1,Mairie d'Ecardenville la Campagne - 8 rue de La Forge - sur le mur de la mairie près de l'entrée - 8 rue de La Forge,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Épreville-près-le-Neubourg,Mairie - Épreville-près-le-Neubourg,mairie-epreville-pres-le-neubourg@wanadoo.fr,8 rue de la Mairie,27110,Épreville-près-le-Neubourg,https://lannuaire.service-public.gouv.fr/normandie/eure/37e368a7-a8a5-4c72-a634-4cd86ead840f,1,1,0,1,0,1,0,inconnu:1,7j/7 / 24h/24:1,Entrée - 7j/7 24h/24:1,Mairie d'Epreville Pres le Neubourg - 8 rue de la Mairie - Salle Suzanne Fouché - 8 rue de la Mairie,60,élevée,un seul DAE déclaré | accessibilité publique non visible
Aulnay-sur-Iton,Mairie - Aulnay-sur-Iton,mairie.aulnaysuriton@orange.fr,2 rue de Boutigny,27180,Aulnay-sur-Iton,https://lannuaire.service-public.gouv.fr/normandie/eure/37df2f5d-47e4-4382-8ff4-ac336a465110,1,1,0,1,1,1,0,inconnu:1,7j/7 / 24h/24:1,Sous l'entrée de la salle des fêtes:1,DAE SALLE DES FÊTES - 5 rue de la Vallée,45,élevée,un seul DAE déclaré
Bosgouet,Mairie - Bosgouet,secretariat@mairie-bosgouet.fr,268 rue du Village,27310,Bosgouet,https://lannuaire.service-public.gouv.fr/normandie/eure/a494efba-e5d5-4d55-b38b-6c951d53c615,2,2,0,0,1,0,2,inconnu:2,"lundi, mardi, mercredi, jeudi, vendredi, samedi / heures ouvrables:1 | lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1",Au comptoir:1 | Salle photocopie - L au V 8h30/17h30:1,CLA222605978 - 61 Rue Caillemare | COGEBS ADEC Europe Bosgouet - 62 rue de l'Avenir - Salle photocopie - 62 rue de l'Avenir,45,élevée,couverture déclarée limitée | aucun DAE accessible 24h/24
Brosville,Mairie - Brosville,brosville.mairie@wanadoo.fr,Place de la Mairie,27930,Brosville,https://lannuaire.service-public.gouv.fr/normandie/eure/9dba6cfb-1be1-4229-b938-1719c715482a,1,1,0,1,1,1,0,inconnu:1,7j/7 / 24h/24:1,L'APPAREIL SE SITUE SUR LA FACADE DE LA MAIRIE:1,DAE MAIRIE DE BROSVILLE - 1 Rue DE LA MAIRIE,45,élevée,un seul DAE déclaré
Bézu-Saint-Éloi,Mairie - Bézu-Saint-Éloi,mairie.bezu.st.eloi@wanadoo.fr,22 bis route de Gisors,27660,Bézu-Saint-Éloi,https://lannuaire.service-public.gouv.fr/normandie/eure/206bc845-e503-4bfb-8907-f811d91051ad,2,2,0,0,1,1,1,inconnu:2,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1 | lundi, mardi, mercredi, jeudi, vendredi, samedi / heures ouvrables:1",Entrée du site Extérieur de la grille - 7j/7 24h/24:1,All Sun - 10 rue Chasse Maree - Entrée du site Extérieur de la grille - 10 rue Chasse Maree | BIGMAT MVR « AG BEZU » - 1 Impasse des Bourguignons,45,élevée,couverture déclarée limitée | aucun DAE accessible 24h/24
Capelle-les-Grands,Mairie - Capelle-les-Grands,mairie-capelles-les-grands@orange.fr,1 place des Canadiens,27270,Capelle-les-Grands,https://lannuaire.service-public.gouv.fr/normandie/eure/1fffa573-9a43-430c-b772-4b1e3d1ef646,1,1,0,1,1,1,0,inconnu:1,7j/7 / 24h/24:1,,DAE MAIRIE - 1 Place des Canadiens,45,élevée,un seul DAE déclaré
Glisolles,Mairie - Glisolles,mairie@glisolles.fr,16 rue du Duc-de-Clermont-Tonnerre,27190,Glisolles,https://lannuaire.service-public.gouv.fr/normandie/eure/ad512557-093f-4efe-a9ad-20450c2062c2,1,1,0,1,1,1,0,inconnu:1,7j/7 / 24h/24:1,Entrée mairie - 7j/7 24h/24:1,Mairie de Glisolles - 16 rue du Duc de Clermont Tonnerre - Salle des Fêtes - 16 rue du Duc de Clermont Tonnerre,45,élevée,un seul DAE déclaré
